Latitude,Longitude,Timestamp
15.670747,74.45691,2025-03-24 10:37:20.700
15.670745,74.456908,2025-03-24 10:37:20.800
15.670743,74.456907,2025-03-24 10:37:20.900
15.670742,74.456903,2025-03-24 10:37:21.000
15.67074,74.456902,2025-03-24 10:37:21.100
15.670738,74.4569,2025-03-24 10:37:21.200
15.670737,74.456898,2025-03-24 10:37:21.300
15.670735,74.456897,2025-03-24 10:37:21.400
15.670733,74.456895,2025-03-24 10:37:21.500
15.670732,74.456893,2025-03-24 10:37:21.600
15.67073,74.456892,2025-03-24 10:37:21.700
15.670728,74.45689,2025-03-24 10:37:21.800
15.670727,74.456888,2025-03-24 10:37:21.900
15.670727,74.456887,2025-03-24 10:37:22.000
15.670725,74.456885,2025-03-24 10:37:22.100
15.670723,74.456883,2025-03-24 10:37:22.200
15.670722,74.456882,2025-03-24 10:37:22.300
15.67072,74.45688,2025-03-24 10:37:22.400
15.670718,74.456878,2025-03-24 10:37:22.500
15.670717,74.456877,2025-03-24 10:37:22.600
15.670715,74.456875,2025-03-24 10:37:22.700
15.670713,74.456873,2025-03-24 10:37:22.800
15.670712,74.456872,2025-03-24 10:37:22.900
15.67071,74.45687,2025-03-24 10:37:23.000
15.67071,74.456868,2025-03-24 10:37:23.100
15.670708,74.456867,2025-03-24 10:37:23.200
15.670707,74.456865,2025-03-24 10:37:23.300
15.670705,74.456863,2025-03-24 10:37:23.400
15.670703,74.456862,2025-03-24 10:37:23.500
15.670702,74.45686,2025-03-24 10:37:23.600
15.6707,74.456858,2025-03-24 10:37:23.700
15.670698,74.456857,2025-03-24 10:37:23.800
15.670697,74.456855,2025-03-24 10:37:23.900
15.670695,74.456853,2025-03-24 10:37:24.000
15.670693,74.456852,2025-03-24 10:37:24.100
15.670692,74.45685,2025-03-24 10:37:24.200
15.67069,74.456848,2025-03-24 10:37:24.300
15.670688,74.456845,2025-03-24 10:37:24.400
15.670687,74.456843,2025-03-24 10:37:24.500
15.670685,74.456842,2025-03-24 10:37:24.600
15.670683,74.45684,2025-03-24 10:37:24.700
15.670682,74.456838,2025-03-24 10:37:24.800
15.67068,74.456837,2025-03-24 10:37:24.900
15.670678,74.456835,2025-03-24 10:37:25.000
15.670677,74.456833,2025-03-24 10:37:25.100
15.670677,74.45683,2025-03-24 10:37:25.200
15.670675,74.456828,2025-03-24 10:37:25.300
15.670673,74.456827,2025-03-24 10:37:25.400
15.670672,74.456825,2025-03-24 10:37:25.500
15.67067,74.456823,2025-03-24 10:37:25.600
15.670668,74.456822,2025-03-24 10:37:25.700
15.670667,74.45682,2025-03-24 10:37:25.800
15.670665,74.456818,2025-03-24 10:37:25.900
